instance,n_vertices,n_edges,vertex_edge_ratio,mean_degree,degree_variance,max_degree,mean_edge_size,edge_size_variance,min_edge_size,max_edge_size,singleton_fraction,binary_fraction,incidence_density,connected_components,mwu_mean,mwu_variance,mwu_max,mwu_concentration,mwu_entropy
exact_014,3526,3473,1.0152605816297149,3.5887691435053886,0.5614620697909284,6.0,3.6435358479700546,0.5346090929418162,2.0,6.0,0.0,0.07198387561186294,0.0010333340465031352,12,0.00028793550244745177,1.2006402295864293e-08,0.0008402058772355123,0.0008402058772355123,8.086318350122037
exact_015,199,1091,0.18240146654445463,10.964824120603016,9.641978737910659,20.0,2.0,0.0,2.0,2.0,0.0,1.0,0.010050251256281407,1,0.0009165902841429881,7.5343413867519366e-06,0.0109197009173009,0.0109197009173009,4.760322091780029
exact_016,450,1185,0.379746835443038,7.4,6.075555555555556,16.0,2.810126582278481,0.15382150296426852,2.0,3.0,0.0,0.189873417721519,0.006244725738396625,1,0.0008438818565400844,2.9244352865345813e-06,0.004750569338701655,0.004750569338701655,5.496062028975148
exact_017,4130,4091,1.0095331214861891,3.447457627118644,0.5881593959042967,6.0,3.480322659496456,0.5923162977485859,2.0,6.0,0.0,0.11464189684673674,0.0008426931378926043,46,0.0002444390124663896,1.095540713687599e-08,0.0007228171618575836,0.0007228171618575836,8.230878608961609
exact_018,442,1153,0.383347788378144,7.32579185520362,6.857660572060359,15.0,2.808326105810928,0.15493501247546843,2.0,3.0,0.0,0.191673894189072,0.006353678972422914,1,0.0008673026886383346,3.013404650202951e-06,0.004945415596401978,0.004945415596401979,5.4986648302418715
exact_019,446,1167,0.38217652099400173,7.349775784753363,5.8193609362746095,16.0,2.808911739502999,0.15457353719723121,2.0,3.0,0.0,0.19108826049700087,0.006298008384535873,1,0.0008568980291345331,2.9525559610132884e-06,0.0048918728925103315,0.004891872892510331,5.510192589919658
exact_020,4529,4478,1.0113890129522107,3.593287701479355,0.6343201470799231,6.0,3.6342117016525233,0.6303793584874573,2.0,6.0,0.0,0.09111210361768647,0.0008024313759444742,36,0.00022331397945511385,8.600420388353379e-09,0.0008107010400013797,0.00081070104000138,8.327192396581365
exact_021,2980,5360,0.5559701492537313,3.597315436241611,3.1969055447952788,15.0,2.0,0.0,2.0,2.0,0.0,1.0,0.0006711409395973154,1,0.00018656716417910448,4.087305091325912e-08,0.0007583423828331215,0.0007583423828331215,7.864496694119961
exact_022,3433,3392,1.0120872641509433,3.414797553160501,0.6924929461984989,6.0,3.4560731132075473,0.7132826927676663,2.0,6.0,0.0,0.14445754716981132,0.001006720976757223,51,0.00029481132075471697,1.6171346169623394e-08,0.0007839676945772489,0.0007839676945772489,8.040188224128089
exact_023,2364,2335,1.0124197002141329,3.5922165820642977,0.6484334962394175,7.0,3.636830835117773,0.6586863161369899,2.0,6.0,0.0,0.08565310492505353,0.0015384225190853524,16,0.0004282655246252676,3.300358559846925e-08,0.0014230193830116265,0.0014230193830116267,7.670812462591898
exact_024,450,1185,0.379746835443038,7.4,6.613333333333334,16.0,2.810126582278481,0.15382150296426852,2.0,3.0,0.0,0.189873417721519,0.006244725738396625,1,0.0008438818565400843,2.9230380827968493e-06,0.004932088983371751,0.0049320889833717515,5.498417426032782
exact_025,450,1185,0.379746835443038,7.4,6.391111111111111,18.0,2.810126582278481,0.15382150296426852,2.0,3.0,0.0,0.189873417721519,0.006244725738396625,1,0.0008438818565400846,2.8444406093551347e-06,0.004886869329004653,0.004886869329004652,5.546168817973038
exact_026,4317,4263,1.0126671358198451,3.473940236275191,0.661644261427139,6.0,3.517945109078114,0.6747307527927574,2.0,6.0,0.0,0.12573305184142622,0.0008149050519059796,63,0.0002345765892563922,9.257896320756553e-09,0.0007291608989756739,0.0007291608989756739,8.281664671714555
exact_027,450,1184,0.38006756756756754,7.3933333333333335,6.2030666666666665,14.0,2.8099662162162162,0.15392094480460186,2.0,3.0,0.0,0.19003378378378377,0.00624436936936937,1,0.0008445945945945946,2.8324684959575374e-06,0.005115540043707568,0.005115540043707568,5.535376145370423
exact_028,2070,2043,1.013215859030837,3.566183574879227,0.6349917150925342,6.0,3.6133137542829172,0.632656811494618,2.0,6.0,0.0,0.09642682329907,0.001745562200136675,15,0.0004894762604013706,4.618826620890321e-08,0.0014288427035855577,0.0014288427035855577,7.530854380996092
exact_029,200,1020,0.19607843137254902,10.2,11.73,24.0,2.0,0.0,2.0,2.0,0.0,1.0,0.01,1,0.000980392156862745,7.886008227771553e-06,0.011033343071788186,0.011033343071788188,4.770525895720541
exact_030,3192,3167,1.0078939059046417,3.4968671679197993,0.5444764009020043,6.0,3.524471108304389,0.556316226430821,2.0,6.0,0.0,0.09693716450899906,0.0011041576153835806,18,0.0003157562361856647,1.6326901948915085e-08,0.0009277636218612093,0.0009277636218612091,7.9825464472157135
exact_031,450,1185,0.379746835443038,7.4,6.3644444444444455,16.0,2.810126582278481,0.15382150296426852,2.0,3.0,0.0,0.189873417721519,0.006244725738396625,1,0.0008438818565400843,2.9286967856240986e-06,0.004799063124903773,0.004799063124903774,5.494818902233546
exact_032,450,1185,0.379746835443038,7.4,6.471111111111111,15.0,2.810126582278481,0.15382150296426852,2.0,3.0,0.0,0.189873417721519,0.006244725738396625,1,0.0008438818565400844,2.826405986927937e-06,0.00491160486327026,0.00491160486327026,5.542001154934484
exact_033,200,1174,0.17035775127768313,11.74,11.3324,23.0,2.0,0.0,2.0,2.0,0.0,1.0,0.01,1,0.0008517887563884157,6.902587473076401e-06,0.011174236526787548,0.011174236526787548,4.791834172683522
exact_034,448,1182,0.3790186125211506,7.415178571428571,6.247269610969388,15.0,2.8104906937394247,0.15359552910121077,2.0,3.0,0.0,0.1895093062605753,0.00627341672709693,1,0.0008460236886632824,2.9375582698574385e-06,0.004910300181250636,0.004910300181250637,5.500101991688586
exact_035,200,864,0.23148148148148148,8.64,8.6204,18.0,2.0,0.0,2.0,2.0,0.0,1.0,0.01,1,0.0011574074074074073,9.03138040400976e-06,0.010954692812591305,0.010954692812591305,4.791815819086763
exact_036,450,1185,0.379746835443038,7.4,6.177777777777778,17.0,2.810126582278481,0.15382150296426852,2.0,3.0,0.0,0.189873417721519,0.006244725738396625,1,0.0008438818565400844,2.8305428225587368e-06,0.004973505429010569,0.004973505429010569,5.538990734807285
exact_037,2327,2288,1.0170454545454546,3.568113450795015,0.5839939914262958,6.0,3.6289335664335662,0.5786558557264414,2.0,6.0,0.0,0.07823426573426573,0.0015594901445782408,7,0.00043706293706293706,3.475683364497823e-08,0.0014612402683107232,0.0014612402683107232,7.650252859859663
exact_038,446,1171,0.3808710503842869,7.376681614349776,6.445554907599188,19.0,2.8095644748078565,0.15416983593693592,2.0,3.0,0.0,0.19043552519214346,0.0062994719166095435,1,0.0008539709649871903,2.934601018543847e-06,0.004931369543599722,0.004931369543599723,5.52159268456648
exact_039,2090,2060,1.0145631067961165,3.5732057416267944,0.7077988141297132,6.0,3.625242718446602,0.7265472711848429,2.0,6.0,0.0,0.10728155339805825,0.0017345658939935894,25,0.0004854368932038835,4.086255289460813e-08,0.0014682943276480276,0.0014682943276480276,7.550600192343335
exact_040,4026,3974,1.0130850528434827,3.479135618479881,0.5838915528942646,6.0,3.524660291897333,0.5825574462491346,2.0,6.0,0.0,0.09989934574735783,0.0008754744887971516,28,0.0002516356316054353,1.1715574994125003e-08,0.0008837766348010278,0.0008837766348010278,8.19755762363586
exact_041,198,931,0.21267454350161116,9.404040404040405,11.301397816549331,21.0,2.0,0.0,2.0,2.0,0.0,1.0,0.010101010101010102,1,0.0010741138560687433,8.931489202398994e-06,0.011027524384864137,0.011027524384864137,4.721522955996361
exact_042,450,1185,0.379746835443038,7.4,6.586666666666667,16.0,2.810126582278481,0.15382150296426852,2.0,3.0,0.0,0.189873417721519,0.006244725738396625,1,0.0008438818565400843,2.9052239469136377e-06,0.00490846074469722,0.0049084607446972205,5.514160255651637
exact_043,200,841,0.23781212841854935,8.41,3.9819000000000004,15.0,2.0,0.0,2.0,2.0,0.0,1.0,0.01,1,0.0011890606420927466,8.986669044501344e-06,0.010891364160897882,0.010891364160897882,4.813469126344101
exact_044,1864,1854,1.0053937432578208,3.598175965665236,0.5021640548729945,6.0,3.6175836030204964,0.49938876728237963,2.0,6.0,0.0,0.06903991370010787,0.0019407637355260173,1,0.0005393743257820927,4.380926686544082e-08,0.001631318242415768,0.001631318242415768,7.45425251686246
exact_045,2594,2556,1.0148669796557122,3.5612952968388587,0.6880316298390985,7.0,3.6142410015649453,0.6633965678963364,2.0,7.0,0.0,0.09976525821596244,0.0013933080191075348,24,0.0003912363067292644,5.119162616997316e-08,0.0014937550553779106,0.001493755055377911,7.683342265454965
exact_046,448,1175,0.38127659574468087,7.368303571428571,6.616584622130101,18.0,2.8093617021276596,0.15429533725667724,2.0,3.0,0.0,0.19063829787234043,0.006270896656534955,1,0.000851063829787234,2.846756439653844e-06,0.004980914621622308,0.004980914621622308,5.557087680778686
exact_047,200,1163,0.17196904557179707,11.63,10.893099999999999,22.0,2.0,0.0,2.0,2.0,0.0,1.0,0.01,1,0.0008598452278589856,6.777563262514754e-06,0.011192748414361166,0.011192748414361164,4.810409953701622
exact_048,450,1184,0.38006756756756754,7.3933333333333335,6.2030666666666665,14.0,2.8099662162162162,0.15392094480460186,2.0,3.0,0.0,0.19003378378378377,0.00624436936936937,1,0.0008445945945945946,2.8921475817720607e-06,0.004874050867384935,0.004874050867384935,5.522419310463992
exact_049,2978,5354,0.5562196488606649,3.595701813297515,3.115253520218338,16.0,2.0,0.0,2.0,2.0,0.0,1.0,0.000671591672263264,1,0.00018677624206200967,4.063695573480954e-08,0.0007641652620071829,0.0007641652620071831,7.865893172491372
exact_050,200,961,0.2081165452653486,9.61,11.1579,18.0,2.0,0.0,2.0,2.0,0.0,1.0,0.01,1,0.001040582726326743,8.679177650088082e-06,0.011097698627312268,0.011097698627312268,4.718738637212979
exact_051,448,1175,0.38127659574468087,7.368303571428571,6.536227479272959,18.0,2.8093617021276596,0.15429533725667724,2.0,3.0,0.0,0.19063829787234043,0.006270896656534955,1,0.0008510638297872343,2.9321539578979077e-06,0.005327655261880414,0.005327655261880413,5.496341131515062
exact_052,450,1185,0.379746835443038,7.4,6.137777777777778,16.0,2.810126582278481,0.15382150296426852,2.0,3.0,0.0,0.189873417721519,0.006244725738396625,1,0.0008438818565400844,2.9533472934673823e-06,0.0049123776698735645,0.0049123776698735645,5.4736274342821485
exact_053,3671,3632,1.010737885462555,3.4535548896758375,0.6330240012775078,6.0,3.4906387665198237,0.6458374774398882,2.0,6.0,0.0,0.12334801762114538,0.0009508686370252857,39,0.00027533039647577095,1.3256619151642135e-08,0.0009432562960797527,0.0009432562960797527,8.113569810129473
exact_054,450,1185,0.379746835443038,7.4,6.391111111111111,17.0,2.810126582278481,0.1538215029642685,2.0,3.0,0.0,0.189873417721519,0.006244725738396625,1,0.0008438818565400844,2.8277260375792777e-06,0.004881633962309576,0.004881633962309576,5.552120022292469
exact_055,497,496,1.002016129032258,4.187122736418511,0.42977381390961467,7.0,4.195564516129032,0.4234480684183144,2.0,7.0,0.0,0.010080645161290322,0.008441779710521192,2,0.0020161290322580645,7.618081213267259e-06,0.009794013721376725,0.009794013721376725,5.292901737474676
exact_056,4467,4393,1.0168449806510358,3.4613834788448625,0.6223614618537583,7.0,3.5196904165718186,0.6183807828287132,2.0,7.0,0.0,0.1094923742317323,0.0007879315909048173,43,0.00022763487366264513,8.935685158763867e-09,0.0007589956654584696,0.0007589956654584696,8.307391857399253
exact_057,200,952,0.21008403361344538,9.52,7.6896,18.0,2.0,0.0,2.0,2.0,0.0,1.0,0.01,1,0.0010504201680672268,8.228839474136707e-06,0.011114200837933673,0.011114200837933673,4.815388838566752
exact_058,446,1169,0.38152266894781867,7.36322869955157,6.603490920790687,16.0,2.809238665526091,0.15437144774364264,2.0,3.0,0.0,0.19076133447390933,0.006298741402524867,1,0.000855431993156544,2.9905797836861884e-06,0.0049006047335014985,0.0049006047335014985,5.486538228983097
exact_059,2947,2914,1.011324639670556,3.5717678995588735,0.5583885609919572,7.0,3.612216884008236,0.5455748383422467,2.0,7.0,0.0,0.07995881949210706,0.0012257268014958386,8,0.00034317089910775565,2.045649166550782e-08,0.0011983716528531554,0.0011983716528531554,7.8957910358642085
exact_060,3632,3582,1.0139586823003908,3.413546255506608,0.6076138557899434,6.0,3.4611948632049137,0.6075114701243671,2.0,6.0,0.0,0.12786152987158012,0.0009529721539661105,16,0.00027917364600781687,1.7224754903392053e-08,0.000835111670229506,0.000835111670229506,8.075496462751271
exact_061,450,1185,0.379746835443038,7.4,6.542222222222223,16.0,2.810126582278481,0.15382150296426852,2.0,3.0,0.0,0.189873417721519,0.006244725738396625,1,0.0008438818565400846,2.8681838762212216e-06,0.004916743869519262,0.004916743869519261,5.539065147859641
exact_062,450,1185,0.379746835443038,7.4,6.253333333333333,15.0,2.810126582278481,0.15382150296426852,2.0,3.0,0.0,0.189873417721519,0.006244725738396625,1,0.0008438818565400846,2.7601503290662845e-06,0.005094300407249735,0.005094300407249734,5.5700591046743
exact_063,1621,1607,1.0087118855009334,3.766810610734115,0.43914522569863995,6.0,3.7996266334785314,0.4166022252520765,2.0,6.0,0.0,0.02924704418170504,0.0023440016246011916,4,0.0006222775357809582,5.808439698503156e-07,0.0026575076215336582,0.0026575076215336587,6.602350067708185
exact_064,200,1011,0.19782393669634027,10.11,9.107900000000003,18.0,2.0,0.0,2.0,2.0,0.0,1.0,0.01,1,0.0009891196834817012,7.616389107899729e-06,0.01102809797985574,0.011028097979855742,4.843388257398515
exact_065,450,1185,0.379746835443038,7.4,6.475555555555555,17.0,2.810126582278481,0.15382150296426855,2.0,3.0,0.0,0.189873417721519,0.006244725738396625,1,0.0008438818565400844,2.8874356306093597e-06,0.004814286287306323,0.004814286287306323,5.514874658861103
exact_066,448,1178,0.38030560271646857,7.388392857142857,6.085758131377552,16.0,2.8098471986417657,0.1539947134938502,2.0,3.0,0.0,0.19015280135823429,0.006271980354111084,1,0.0008488964346349745,2.842599455794236e-06,0.004994299355617088,0.004994299355617088,5.560196845557462
exact_067,200,1026,0.1949317738791423,10.26,10.112400000000001,21.0,2.0,0.0,2.0,2.0,0.0,1.0,0.01,1,0.0009746588693957114,7.816568664350166e-06,0.011187252942723989,0.011187252942723989,4.77563380132031
exact_068,450,1185,0.379746835443038,7.4,6.435555555555555,15.0,2.810126582278481,0.15382150296426852,2.0,3.0,0.0,0.189873417721519,0.006244725738396625,1,0.0008438818565400844,2.8576695638441132e-06,0.004925659159464357,0.004925659159464357,5.5425580345475165
exact_069,200,1098,0.18214936247723132,10.98,12.5296,24.0,2.0,0.0,2.0,2.0,0.0,1.0,0.01,1,0.0009107468123861569,7.286360157176764e-06,0.0109918767814908,0.010991876781490799,4.7937327696900995
exact_070,448,1175,0.38127659574468087,7.368303571428571,5.942477479272959,17.0,2.8093617021276596,0.15429533725667724,2.0,3.0,0.0,0.19063829787234043,0.006270896656534955,1,0.0008510638297872339,3.0469421003552438e-06,0.004864608047196731,0.004864608047196732,5.431411888234692
exact_071,200,813,0.24600246002460024,8.13,4.203100000000001,13.0,2.0,0.0,2.0,2.0,0.0,1.0,0.01,1,0.0012300123001230013,8.923655931345688e-06,0.010924505912014397,0.010924505912014397,4.844124433793918
exact_072,2821,2772,1.0176767676767677,3.638426090038993,0.518679408663514,6.0,3.7027417027417027,0.48883808191167494,2.0,6.0,0.0,0.05375180375180375,0.0013125635245450913,8,0.0003607503607503607,2.0059689578273023e-07,0.001473609106047479,0.0014736091060474795,7.122759258887275
exact_073,450,1185,0.379746835443038,7.4,6.613333333333333,16.0,2.810126582278481,0.1538215029642685,2.0,3.0,0.0,0.189873417721519,0.006244725738396625,1,0.0008438818565400844,2.8451358805262897e-06,0.004940641203084384,0.004940641203084384,5.544255980479708
exact_074,198,914,0.21663019693654267,9.232323232323232,8.946025915722887,17.0,2.0,0.0,2.0,2.0,0.0,1.0,0.010101010101010102,1,0.0010940919037199124,8.938753383799866e-06,0.011091952766090764,0.011091952766090764,4.736053738091533
exact_075,200,1011,0.19782393669634027,10.11,9.2779,20.0,2.0,0.0,2.0,2.0,0.0,1.0,0.01,1,0.0009891196834817012,7.668968857594838e-06,0.011098484010255294,0.011098484010255295,4.836263329597966
exact_076,200,1023,0.19550342130987292,10.23,10.4071,22.0,2.0,0.0,2.0,2.0,0.0,1.0,0.01,1,0.0009775171065493646,8.05984377243579e-06,0.011023361579168915,0.011023361579168915,4.740892761415304
exact_077,448,1180,0.37966101694915255,7.401785714285714,6.25374681122449,19.0,2.8101694915254236,0.15379488652686008,2.0,3.0,0.0,0.18983050847457628,0.00627269975786925,1,0.000847457627118644,2.8951464671919742e-06,0.005296634201568976,0.005296634201568976,5.508653911525284
exact_078,2991,2953,1.0128682695563833,3.5543296556335675,0.5934207392041275,6.0,3.6000677277345075,0.6009752747898587,2.0,6.0,0.0,0.09718929901794784,0.001203633476340524,21,0.0003386386725364037,2.0963179373078254e-08,0.0009853854799814319,0.0009853854799814319,7.903879848507483
exact_079,450,1185,0.379746835443038,7.4,6.168888888888889,16.0,2.810126582278481,0.1538215029642685,2.0,3.0,0.0,0.189873417721519,0.006244725738396625,1,0.0008438818565400843,2.9400430859976067e-06,0.004905348732498733,0.004905348732498734,5.495344799196096
exact_080,446,1173,0.38022165387894286,7.390134529147982,6.4083331657584095,17.0,2.8098891730605287,0.15396870041986177,2.0,3.0,0.0,0.19011082693947143,0.006300199939597598,1,0.0008525149190110826,3.035882940622702e-06,0.004844558757351809,0.00484455875735181,5.45270377844421
exact_081,200,1162,0.1721170395869191,11.62,13.5956,24.0,2.0,0.0,2.0,2.0,0.0,1.0,0.01,1,0.0008605851979345954,6.898953951540583e-06,0.011047444562350649,0.01104744456235065,4.798841312267465
exact_082,450,1185,0.379746835443038,7.4,6.951111111111112,21.0,2.810126582278481,0.1538215029642685,2.0,3.0,0.0,0.189873417721519,0.006244725738396625,1,0.0008438818565400844,2.8702680331219963e-06,0.0052707535552805615,0.0052707535552805615,5.513864158298755
exact_083,450,1185,0.379746835443038,7.4,5.906666666666666,17.0,2.810126582278481,0.15382150296426852,2.0,3.0,0.0,0.189873417721519,0.006244725738396625,1,0.0008438818565400844,2.936755752697369e-06,0.004847197041974316,0.004847197041974316,5.496492799032051
exact_084,1497,1479,1.0121703853955375,3.6760187040748162,0.4728584311798837,6.0,3.7207572684246113,0.44873073148030057,2.0,6.0,0.0,0.0392156862745098,0.002485475797210829,3,0.000676132521974307,7.307465954200473e-08,0.002158041606473509,0.002158041606473509,7.221789827665469
exact_085,448,1175,0.38127659574468087,7.368303571428571,7.009441764987244,20.0,2.8093617021276596,0.15429533725667724,2.0,3.0,0.0,0.19063829787234043,0.006270896656534955,1,0.000851063829787234,3.035637837058962e-06,0.004966024967563999,0.004966024967563999,5.4552008480579675
exact_086,3503,3465,1.010966810966811,3.5087068227233797,0.5799270459340384,7.0,3.547186147186147,0.5640793838196435,2.0,7.0,0.0,0.09148629148629149,0.0010126138016517692,21,0.00028860028860028855,1.9791233281403966e-08,0.0009383143230942856,0.0009383143230942858,8.034433807002124
exact_087,200,1083,0.18467220683287167,10.83,11.941099999999999,19.0,2.0,0.0,2.0,2.0,0.0,1.0,0.01,1,0.0009233610341643584,7.637293656869586e-06,0.011227035186863236,0.011227035186863235,4.761610661289534
exact_088,2624,2608,1.0061349693251533,3.600609756097561,0.7474996281975016,6.0,3.6226993865030677,0.7594847378523844,2.0,6.0,0.0,0.11771472392638037,0.0013806019003441568,30,0.00038343558282208584,2.865603762554579e-08,0.0010804528028320515,0.0010804528028320517,7.777648579217406
exact_089,2706,2670,1.0134831460674156,3.5295639320029566,0.6098059443605925,7.0,3.5771535580524345,0.6118375906521343,2.0,7.0,0.0,0.0947565543071161,0.0013219340569299463,24,0.0003745318352059925,2.209460919434918e-08,0.00126361206797262,0.00126361206797262,7.819953905288573
exact_090,1276,1254,1.0175438596491229,3.7750783699059562,0.5207268747359007,6.0,3.8413078149920254,0.4811963757443486,2.0,6.0,0.0,0.046251993620414676,0.003010429322094064,3,0.0007974481658692185,1.0361777614925772e-06,0.0034111110104758755,0.0034111110104758755,6.293959074274936
exact_091,3986,3941,1.0114184217203754,3.514049172102358,0.6732848084200372,7.0,3.5541740674955595,0.6662481189012174,2.0,7.0,0.0,0.11697538695762497,0.0008916643420711389,53,0.0002537427048972343,1.0609943659161583e-08,0.0007183690143944264,0.0007183690143944262,8.20269331701131
exact_092,200,862,0.23201856148491878,8.62,9.375600000000002,19.0,2.0,0.0,2.0,2.0,0.0,1.0,0.01,1,0.001160092807424594,8.863990193411347e-06,0.011085324755573138,0.011085324755573138,4.8069658460038385
exact_093,200,1078,0.18552875695732837,10.78,11.971599999999999,21.0,2.0,0.0,2.0,2.0,0.0,1.0,0.01,1,0.0009276437847866419,7.731615320019784e-06,0.011198414854889384,0.011198414854889384,4.735791088269851
exact_094,200,1160,0.1724137931034483,11.6,11.79,20.0,2.0,0.0,2.0,2.0,0.0,1.0,0.01,1,0.0008620689655172414,7.117425178753949e-06,0.010915920374149677,0.010915920374149677,4.762187348409162
exact_095,448,1176,0.38095238095238093,7.375,6.412946428571429,15.0,2.8095238095238093,0.1541950113378685,2.0,3.0,0.0,0.19047619047619047,0.006271258503401361,1,0.0008503401360544217,2.9503461115322616e-06,0.004987431399513834,0.004987431399513834,5.506155346808114
exact_096,200,798,0.2506265664160401,7.98,7.899600000000001,15.0,2.0,0.0,2.0,2.0,0.0,1.0,0.01,1,0.0012531328320802004,9.543554258772062e-06,0.011194435559772951,0.011194435559772953,4.793755776183167
exact_097,200,961,0.2081165452653486,9.61,11.1579,18.0,2.0,0.0,2.0,2.0,0.0,1.0,0.01,1,0.001040582726326743,8.013520349940251e-06,0.01106137382264249,0.01106137382264249,4.822464904676375
exact_098,450,1185,0.379746835443038,7.4,6.36,16.0,2.810126582278481,0.15382150296426852,2.0,3.0,0.0,0.189873417721519,0.006244725738396625,1,0.0008438818565400843,2.815209747381052e-06,0.0050485731071553555,0.005048573107155356,5.545314475156239
exact_099,448,1177,0.3806287170773152,7.381696428571429,6.075289979272959,16.0,2.8096856414613423,0.15409480347267684,2.0,3.0,0.0,0.1903143585386576,0.006271619735404782,1,0.0008496176720475786,2.8638030371130098e-06,0.004982178700511072,0.004982178700511072,5.555700584394436
exact_100,198,808,0.24504950495049505,8.16161616161616,6.913274155698398,16.0,2.0,0.0,2.0,2.0,0.0,1.0,0.010101010101010102,1,0.0012376237623762376,9.87893585162741e-06,0.011288315351017594,0.011288315351017594,4.740706346669889
