instance,reduced_vertex,degree,weighted_degree,hyperedge_participation,mwu_weighted_degree,mean_incident_mwu,max_incident_mwu,mean_incident_edge_size,max_incident_edge_size,singleton_participation,binary_participation,x_avg,certainty
exact_005,14,11.0,22.0,11.0,0.0005213660500497974,4.739691364089068e-05,0.0005213660499954209,2.0,2.0,0.0,11.0,0.5500438407524546,0.050043840752454605
exact_005,15,10.0,20.0,10.0,0.0006381768099584086,6.381768099584086e-05,0.0006381768099584081,2.0,2.0,0.0,10.0,0.5485467100745544,0.048546710074554356
exact_005,16,9.0,18.0,9.0,0.0006398223718370935,7.109137464856594e-05,0.0006381768099584081,2.0,2.0,0.0,9.0,0.3048920272408941,0.1951079727591059
exact_005,17,7.0,14.0,7.0,0.0006215061252918358,8.878658932740511e-05,0.0006215061246719526,2.0,2.0,0.0,7.0,0.5178211163416273,0.017821116341627308
exact_005,18,4.0,8.0,4.0,0.0005220378193408363,0.00013050945483520908,0.0005105414479667265,2.0,2.0,0.0,4.0,0.4317417619367854,0.06825823806321463
exact_005,19,11.0,22.0,11.0,0.0006381768099732034,5.801607363392758e-05,0.0006381768099584081,2.0,2.0,0.0,11.0,0.5216757879906391,0.021675787990639073
exact_005,20,9.0,18.0,9.0,0.000604291424676829,6.714349163075879e-05,0.000604291424676829,2.0,2.0,0.0,9.0,0.5642232683254882,0.06422326832548819
exact_005,21,6.0,12.0,6.0,0.0006404495363018919,0.00010674158938364864,0.0006381768099584081,2.0,2.0,0.0,6.0,0.5079878961291086,0.007987896129108552
exact_005,22,4.0,8.0,4.0,0.0005268652465973334,0.00013171631164933336,0.00040843315837338123,2.0,2.0,0.0,4.0,0.2822321162064292,0.21776788379357082
exact_005,23,8.0,16.0,8.0,0.0006381768101232486,7.977210126540608e-05,0.0006381768099584081,2.0,2.0,0.0,8.0,0.5420309347679892,0.04203093476798925
exact_005,24,16.0,32.0,16.0,0.000614684440990106,3.8417777561881623e-05,0.0006146730125223297,2.0,2.0,0.0,16.0,0.562205783456624,0.062205783456623975
exact_005,25,7.0,14.0,7.0,0.0006381768099591756,9.116811570845366e-05,0.0006381768099584081,2.0,2.0,0.0,7.0,0.5400134498991255,0.040013449899125475
exact_005,26,6.0,12.0,6.0,0.0006381768099641256,0.00010636280166068759,0.0006381768099584081,2.0,2.0,0.0,6.0,0.5514458641560185,0.051445864156018484
exact_005,27,3.0,6.0,3.0,0.0006189366932994409,0.00020631223109981363,0.0006189366932994409,2.0,2.0,0.0,3.0,0.548083389374579,0.04808338937457901
exact_005,28,15.0,30.0,15.0,0.0005906162231928955,3.937441487952636e-05,0.000590615244028385,2.0,2.0,0.0,15.0,0.5090786819098844,0.009078681909884367
exact_005,29,8.0,16.0,8.0,0.0006381772887597562,7.977216109496953e-05,0.0006381768099584081,2.0,2.0,0.0,8.0,0.5527908540685953,0.052790854068595294
exact_005,30,9.0,18.0,9.0,0.0005189868658202394,5.766520731335994e-05,0.0005189810364674103,2.0,2.0,0.0,9.0,0.45527908540685924,0.04472091459314076
exact_005,31,6.0,12.0,6.0,0.0006381768100016228,0.00010636280166693713,0.0006381768099584081,2.0,2.0,0.0,6.0,0.5393409549428374,0.0393409549428374
exact_005,32,12.0,24.0,12.0,0.000638176810088416,5.3181400840701334e-05,0.0006381768099584081,2.0,2.0,0.0,12.0,0.45191661062542043,0.048083389374579566
exact_005,33,9.0,18.0,9.0,0.0005389909430198584,5.9887882557762045e-05,0.0004456574054225539,2.0,2.0,0.0,9.0,0.5133243834165724,0.013324383416572383
exact_005,34,14.0,28.0,14.0,0.0005224906655414551,3.7320761824389646e-05,0.00041560880352643764,2.0,2.0,0.0,14.0,0.46333175602660476,0.03666824397339524
exact_005,35,10.0,20.0,10.0,0.0006176097498361256,6.176097498361255e-05,0.0005105414479667265,2.0,2.0,0.0,10.0,0.5427034297242759,0.042703429724275876
exact_005,36,6.0,12.0,6.0,0.0005656192937926486,9.426988229877476e-05,0.0005105414479667265,2.0,2.0,0.0,6.0,0.4539340954942841,0.046065904505715904
exact_005,37,6.0,12.0,6.0,0.0005790661415304328,9.651102358840546e-05,0.0005105414479667265,2.0,2.0,0.0,6.0,0.37928715534633506,0.12071284465366494
exact_005,38,5.0,10.0,5.0,0.0006164823637330513,0.00012329647274661026,0.0005105414479667265,2.0,2.0,0.0,5.0,0.45931405514458634,0.04068594485541366
exact_005,39,5.0,10.0,5.0,0.0006381768392585588,0.00012763536785171176,0.0006381768099584081,2.0,2.0,0.0,5.0,0.5559801977054704,0.05598019770547036
exact_005,40,12.0,24.0,12.0,0.0005574103291896593,4.6450860765804944e-05,0.0005105414479667265,2.0,2.0,0.0,12.0,0.47679892400807,0.023201075991929998
exact_005,41,5.0,10.0,5.0,0.0006175509354617604,0.00012351018709235207,0.00040843315837338123,2.0,2.0,0.0,5.0,0.5453934095494282,0.045393409549428165
exact_005,42,3.0,6.0,3.0,0.0006381781463593658,0.00021272604878645526,0.0006381768099584081,2.0,2.0,0.0,3.0,0.529253530598521,0.029253530598520983
exact_005,43,13.0,26.0,13.0,0.0005711214905770122,4.3932422352077864e-05,0.0005711214905770122,2.0,2.0,0.0,13.0,0.5541358439811701,0.054135843981170106
exact_005,44,10.0,20.0,10.0,0.0006381879920277147,6.381879920277147e-05,0.0006381768099584081,2.0,2.0,0.0,10.0,0.5574983187626099,0.05749831876260991
exact_005,45,6.0,12.0,6.0,0.0006249715092124654,0.00010416191820207756,0.0005393168677175601,2.0,2.0,0.0,6.0,0.54524179541722,0.045241795417219954
exact_005,46,16.0,32.0,16.0,0.0006381797969517262,3.988623730948289e-05,0.0006381768099584081,2.0,2.0,0.0,16.0,0.5420309347679887,0.04203093476798869
exact_005,47,7.0,14.0,7.0,0.0006381768099584081,9.116811570834402e-05,0.0006381768099584081,2.0,2.0,0.0,7.0,0.5050437121721592,0.005043712172159154
exact_005,48,14.0,28.0,14.0,0.0005577040755108577,3.9836005393632694e-05,0.0005577040754993374,2.0,2.0,0.0,14.0,0.5251335262931092,0.025133526293109165
exact_005,49,6.0,12.0,6.0,0.0005022069233640009,8.370115389400014e-05,0.0004963119267198079,2.0,2.0,0.0,6.0,0.4910150350773152,0.008984964922684802
exact_005,50,11.0,22.0,11.0,0.0005457894268462589,4.9617220622387177e-05,0.0005457894268462589,2.0,2.0,0.0,11.0,0.5521433375617539,0.05214333756175393
exact_005,51,9.0,18.0,9.0,0.0005643495181285601,6.270550201428446e-05,0.0005643495148218969,2.0,2.0,0.0,9.0,0.559904790530093,0.05990479053009301
exact_005,52,10.0,20.0,10.0,0.0006241921932353736,6.241921932353736e-05,0.0006241921932348932,2.0,2.0,0.0,10.0,0.5595894868495518,0.05958948684955179
exact_005,53,12.0,24.0,12.0,0.0006037428763311513,5.0311906360929275e-05,0.0006037043746134478,2.0,2.0,0.0,12.0,0.46133154001344956,0.03866845998655044
exact_005,54,7.0,14.0,7.0,0.0005358643037858978,7.655204339798541e-05,0.00032674652669870493,2.0,2.0,0.0,7.0,0.5218560860793552,0.021856086079355186
exact_005,55,7.0,14.0,7.0,0.0005961960894616319,8.517086992309027e-05,0.0005105414479667265,2.0,2.0,0.0,7.0,0.5501008742434428,0.05010087424344278
exact_005,56,9.0,18.0,9.0,0.0005772106894817788,6.413452105353098e-05,0.0005315508107728877,2.0,2.0,0.0,9.0,0.5533526532874197,0.05335265328741967
exact_005,57,11.0,22.0,11.0,0.0006381783380901497,5.8016212553649975e-05,0.0006381768099584081,2.0,2.0,0.0,11.0,0.5595158036314724,0.05951580363147235
exact_005,58,4.0,8.0,4.0,0.0006225697621109589,0.00015564244052773972,0.00040843315837338123,2.0,2.0,0.0,4.0,0.5440484196368519,0.04404841963685191
exact_005,59,12.0,24.0,12.0,0.0005329952983299731,4.441627486083109e-05,0.0005105414479667265,2.0,2.0,0.0,12.0,0.5310990887656171,0.031099088765617067
exact_005,60,7.0,14.0,7.0,0.0005204475697032398,7.434965281474855e-05,0.0005204475697032398,2.0,2.0,0.0,7.0,0.5393409549428378,0.03934095494283785
exact_005,61,10.0,20.0,10.0,0.0005220378196582073,5.220378196582074e-05,0.0005105414479667265,2.0,2.0,0.0,10.0,0.4478816408876939,0.05211835911230611
exact_005,62,9.0,18.0,9.0,0.0005653604644923309,6.281782938803677e-05,0.0005105414479667265,2.0,2.0,0.0,9.0,0.42434431741761974,0.07565568258238026
exact_005,63,10.0,20.0,10.0,0.000591525524068478,5.91525524068478e-05,0.0005915255240682449,2.0,2.0,0.0,10.0,0.5624515833194211,0.06245158331942113
exact_005,64,8.0,16.0,8.0,0.000563938884296631,7.049236053707887e-05,0.000563938884296631,2.0,2.0,0.0,8.0,0.562596933916762,0.06259693391676202
exact_005,65,6.0,12.0,6.0,0.0006381910417768386,0.00010636517362947309,0.0006381768099584081,2.0,2.0,0.0,6.0,0.5554808338937455,0.055480833893745474
exact_005,66,12.0,24.0,12.0,0.0005623057217278337,4.685881014398614e-05,0.0005623057194877514,2.0,2.0,0.0,12.0,0.5361557793646192,0.03615577936461922
exact_005,67,10.0,20.0,10.0,0.000638176811194135,6.38176811194135e-05,0.0006381768099584081,2.0,2.0,0.0,10.0,0.5615332885003363,0.06153328850033635
exact_005,68,8.0,16.0,8.0,0.0006381768125708858,7.977210157136072e-05,0.0006381768099584081,2.0,2.0,0.0,8.0,0.45491876780872503,0.04508123219127497
exact_005,69,12.0,24.0,12.0,0.0006228833419642881,5.1906945163690675e-05,0.0006228833419642881,2.0,2.0,0.0,12.0,0.5562339082437818,0.05623390824378183
exact_005,70,11.0,22.0,11.0,0.0006381768099584081,5.8016073632582556e-05,0.0006381768099584081,2.0,2.0,0.0,11.0,0.5130991594922154,0.013099159492215406
exact_005,71,5.0,10.0,5.0,0.0005653951644062298,0.00011307903288124596,0.0005105414479667265,2.0,2.0,0.0,5.0,0.4566240753194358,0.043375924680564226
exact_005,72,7.0,14.0,7.0,0.0005456255891232912,7.794651273189874e-05,0.0005105414479667265,2.0,2.0,0.0,7.0,0.4983187626092811,0.0016812373907189038
exact_005,73,10.0,20.0,10.0,0.0006062185333766851,6.062185333766851e-05,0.0006062185333761905,2.0,2.0,0.0,10.0,0.5482517735862743,0.048251773586274305
exact_005,74,9.0,18.0,9.0,0.0006381768099584082,7.090853443982313e-05,0.0006381768099584081,2.0,2.0,0.0,9.0,0.5440484196368534,0.04404841963685335
exact_005,75,9.0,18.0,9.0,0.0005376497856023127,5.973886506692363e-05,0.0005376497855489557,2.0,2.0,0.0,9.0,0.5373234700739751,0.037323470073975074
exact_005,76,8.0,16.0,8.0,0.0006267443735376741,7.834304669220927e-05,0.0006184612314035982,2.0,2.0,0.0,8.0,0.29488455686994036,0.20511544313005964
exact_005,77,8.0,16.0,8.0,0.0005663411639569703,7.079264549462129e-05,0.0005105414479667265,2.0,2.0,0.0,8.0,0.3934095494283799,0.10659045057162009
exact_005,78,10.0,20.0,10.0,0.0006381768123230745,6.381768123230745e-05,0.0006381768099584081,2.0,2.0,0.0,10.0,0.5494283792871545,0.04942837928715449
exact_005,79,7.0,14.0,7.0,0.000554396624412118,7.919951777315971e-05,0.0005105414479667265,2.0,2.0,0.0,7.0,0.5531265417937987,0.05312654179379872
exact_005,80,7.0,14.0,7.0,0.0006381777774747636,9.116825392496622e-05,0.0006381768099584081,2.0,2.0,0.0,7.0,0.5507733691997307,0.050773369199730745
exact_005,81,9.0,18.0,9.0,0.0005273634731609005,5.859594146232228e-05,0.0005273606476481701,2.0,2.0,0.0,9.0,0.5500122559578978,0.05001225595789782
exact_005,82,10.0,20.0,10.0,0.0006381768100080961,6.381768100080962e-05,0.0006381768099584081,2.0,2.0,0.0,10.0,0.5429350738072626,0.04293507380726258
exact_005,83,10.0,20.0,10.0,0.0006381768099584081,6.381768099584082e-05,0.0006381768099584081,2.0,2.0,0.0,10.0,0.5553822229965081,0.05538222299650808
exact_005,84,9.0,18.0,9.0,0.0006177298492162322,6.863664991291469e-05,0.0006176619866176676,2.0,2.0,0.0,9.0,0.5588433086751845,0.0588433086751845
exact_005,85,7.0,14.0,7.0,0.000638244928939201,9.117784699131443e-05,0.0006381768099584081,2.0,2.0,0.0,7.0,0.39744451916610674,0.10255548083389326
exact_005,86,9.0,18.0,9.0,0.0006286290994482038,6.984767771646709e-05,0.0006286290994482038,2.0,2.0,0.0,9.0,0.5460659045057153,0.04606590450571535
exact_005,87,13.0,26.0,13.0,0.0006381768100051277,4.9090523846548285e-05,0.0006381768099584081,2.0,2.0,0.0,13.0,0.5417706664193764,0.041770666419376434
exact_005,88,8.0,16.0,8.0,0.00063841192246322,7.98014903079025e-05,0.0006381768099584081,2.0,2.0,0.0,8.0,0.5459027415346989,0.045902741534698865
exact_005,89,8.0,16.0,8.0,0.0006202091880394752,7.75261485049344e-05,0.0006196333302320458,2.0,2.0,0.0,8.0,0.560188298587762,0.06018829858776198
exact_005,90,6.0,12.0,6.0,0.0006381768099641256,0.00010636280166068759,0.0006381768099584081,2.0,2.0,0.0,6.0,0.536650975117686,0.036650975117686
exact_005,91,6.0,12.0,6.0,0.0005483913008864741,9.139855014774569e-05,0.0004852001010820036,2.0,2.0,0.0,6.0,0.5268252184642198,0.026825218464219813
exact_005,92,14.0,28.0,14.0,0.0006118469274926643,4.370335196376173e-05,0.0006118469274926643,2.0,2.0,0.0,14.0,0.5569645527046585,0.0569645527046585
exact_005,93,7.0,14.0,7.0,0.000638176809958411,9.116811570834443e-05,0.0006381768099584081,2.0,2.0,0.0,7.0,0.5561533288500335,0.056153328850033546
exact_005,94,8.0,16.0,8.0,0.000579068892345187,7.238361154314837e-05,0.0005105414479667265,2.0,2.0,0.0,8.0,0.54472091459314,0.04472091459313998
exact_005,95,8.0,16.0,8.0,0.0005951141568359803,7.438926960449754e-05,0.00040843315837338123,2.0,2.0,0.0,8.0,0.4498991257565569,0.050100874243443116
exact_005,96,11.0,22.0,11.0,0.0006436560522483283,5.851418656802985e-05,0.0006436560522483281,2.0,2.0,0.0,11.0,0.5494052837265097,0.04940528372650965
exact_005,97,5.0,10.0,5.0,0.0006185828886290132,0.00012371657772580264,0.0005105414479667265,2.0,2.0,0.0,5.0,0.5124411566913262,0.012441156691326172
exact_005,98,8.0,16.0,8.0,0.0006381768099584106,7.977210124480133e-05,0.0006381768099584081,2.0,2.0,0.0,8.0,0.5482190484313969,0.048219048431396905
exact_005,99,11.0,22.0,11.0,0.000520243890464362,4.7294899133123815e-05,0.0005202438891367428,2.0,2.0,0.0,11.0,0.5505237632154858,0.050523763215485795
exact_005,100,9.0,18.0,9.0,0.0005560548779763815,6.178387533070905e-05,0.0005560548779763815,2.0,2.0,0.0,9.0,0.5433499328836799,0.04334993288367994
exact_005,101,6.0,12.0,6.0,0.0005358643105275567,8.931071842125945e-05,0.00032674652669870493,2.0,2.0,0.0,6.0,0.5527908540685956,0.05279085406859563
exact_005,102,5.0,10.0,5.0,0.0005690861635207846,0.00011381723270415691,0.0005690861635207683,2.0,2.0,0.0,5.0,0.5064119364965388,0.006411936496538817
exact_005,103,7.0,14.0,7.0,0.0006444941154537797,9.207058792196853e-05,0.0006444941154537797,2.0,2.0,0.0,7.0,0.5258910558170814,0.0258910558170814
exact_005,104,12.0,24.0,12.0,0.0006381768099584248,5.318140082986874e-05,0.0006381768099584081,2.0,2.0,0.0,12.0,0.5455766474569161,0.04557664745691614
exact_005,105,12.0,24.0,12.0,0.0006381768099620673,5.3181400830172274e-05,0.0006381768099584081,2.0,2.0,0.0,12.0,0.5453934095494283,0.045393409549428276
exact_005,106,8.0,16.0,8.0,0.0005757274144535437,7.196592680669296e-05,0.00040843315837338123,2.0,2.0,0.0,8.0,0.5494283792871554,0.04942837928715538
exact_005,107,12.0,24.0,12.0,0.0005722512950183214,4.7687607918193445e-05,0.0005722512950183214,2.0,2.0,0.0,12.0,0.5554808338937457,0.055480833893745696
exact_005,108,5.0,10.0,5.0,0.0005479270514293406,0.00010958541028586812,0.0005105414479667265,2.0,2.0,0.0,5.0,0.467892079870156,0.03210792012984398
exact_005,109,9.0,18.0,9.0,0.0006381768100249787,7.090853444721986e-05,0.0006381768099584081,2.0,2.0,0.0,9.0,0.5453934095494284,0.04539340954942839
exact_005,110,11.0,22.0,11.0,0.0006381768099882967,5.8016073635299696e-05,0.0006381768099584081,2.0,2.0,0.0,11.0,0.5474108944182924,0.04741089441829238
exact_005,111,6.0,12.0,6.0,0.0006078061135807619,0.00010130101893012698,0.0004560679411044229,2.0,2.0,0.0,6.0,0.4461029691999902,0.05389703080000979
exact_005,112,13.0,26.0,13.0,0.0006381768099584254,4.9090523842955795e-05,0.0006381768099584081,2.0,2.0,0.0,13.0,0.5346334902488219,0.034633490248821897
exact_005,113,10.0,20.0,10.0,0.0005343260605333364,5.3432606053333637e-05,0.00026139722135896395,2.0,2.0,0.0,10.0,0.49428379287155366,0.005716207128446338
exact_005,114,11.0,22.0,11.0,0.0006381768099584081,5.8016073632582556e-05,0.0006381768099584081,2.0,2.0,0.0,11.0,0.5447710896531602,0.044771089653160234
exact_005,115,5.0,10.0,5.0,0.0005543196021819863,0.00011086392043639727,0.0005543196021805815,2.0,2.0,0.0,5.0,0.5411277781248058,0.041127778124805836
exact_005,116,5.0,10.0,5.0,0.0006381868302089664,0.00012763736604179328,0.0006381768099584081,2.0,2.0,0.0,5.0,0.5231628583397684,0.02316285833976839
exact_005,117,5.0,10.0,5.0,0.0006175509360804355,0.0001235101872160871,0.00040843315837338123,2.0,2.0,0.0,5.0,0.5514458641560184,0.05144586415601837
exact_005,118,6.0,12.0,6.0,0.0006381768961649433,0.00010636281602749056,0.0006381768099584081,2.0,2.0,0.0,6.0,0.5205110961667782,0.020511096166778153
exact_005,119,10.0,20.0,10.0,0.0006179901450544716,6.179901450544716e-05,0.0006179901450544262,2.0,2.0,0.0,10.0,0.5527908540685945,0.05279085406859452
exact_005,120,9.0,18.0,9.0,0.0006420200078905714,7.133555643228571e-05,0.0006419925405388543,2.0,2.0,0.0,9.0,0.5502080053295924,0.05020800532959235
exact_005,121,10.0,20.0,10.0,0.0005846371502045706,5.846371502045706e-05,0.0005504604372530339,2.0,2.0,0.0,10.0,0.3784043321664561,0.12159566783354392
exact_005,122,9.0,18.0,9.0,0.0006304313104786845,7.00479233865205e-05,0.0006304312682087547,2.0,2.0,0.0,9.0,0.5523984454657092,0.052398445465709154
exact_005,123,9.0,18.0,9.0,0.0005941491601529109,6.601657335032344e-05,0.0005753493496354556,2.0,2.0,0.0,9.0,0.47276395427034357,0.027236045729656433
exact_005,124,8.0,16.0,8.0,0.0006381768099784058,7.977210124730073e-05,0.0006381768099584081,2.0,2.0,0.0,8.0,0.5527908540685954,0.052790854068595405
exact_005,125,3.0,6.0,3.0,0.0005164275901102661,0.00017214253003675536,0.0005105414479667265,2.0,2.0,0.0,3.0,0.5104236718224623,0.010423671822462288
exact_005,126,9.0,18.0,9.0,0.0006381768099584081,7.090853443982313e-05,0.0006381768099584081,2.0,2.0,0.0,9.0,0.5238735709482173,0.023873570948217293
exact_005,127,12.0,24.0,12.0,0.0006381768099584578,5.318140082987148e-05,0.0006381768099584081,2.0,2.0,0.0,12.0,0.5314731418811552,0.03147314188115524
exact_005,128,12.0,24.0,12.0,0.0005756051545199618,4.7967096209996814e-05,0.0005756051526165859,2.0,2.0,0.0,12.0,0.541504991684623,0.04150499168462296
exact_005,129,9.0,18.0,9.0,0.0006177958319117736,6.86439813235304e-05,0.0006177900025414962,2.0,2.0,0.0,9.0,0.5642232683254881,0.06422326832548808
exact_005,130,7.0,14.0,7.0,0.0006381768099591755,9.116811570845365e-05,0.0006381768099584081,2.0,2.0,0.0,7.0,0.5574983187626097,0.05749831876260969
exact_005,131,6.0,12.0,6.0,0.0005389580833449418,8.982634722415697e-05,0.0005389580833449417,2.0,2.0,0.0,6.0,0.5561533288500332,0.05615332885003321
exact_005,132,12.0,24.0,12.0,0.0006381768099723667,5.3181400831030556e-05,0.0006381768099584081,2.0,2.0,0.0,12.0,0.5595158036314725,0.059515803631472464
exact_005,133,8.0,16.0,8.0,0.0005771056830790608,7.21382103848826e-05,0.0005759086329853513,2.0,2.0,0.0,8.0,0.5206846794317176,0.02068467943171759
exact_005,134,11.0,22.0,11.0,0.000638176809975339,5.801607363412173e-05,0.0006381768099584081,2.0,2.0,0.0,11.0,0.542193053110138,0.04219305311013799
exact_005,135,9.0,18.0,9.0,0.0005325906764126334,5.917674182362593e-05,0.0005325906764033141,2.0,2.0,0.0,9.0,0.5600721239267393,0.06007212392673933
exact_005,136,11.0,22.0,11.0,0.000638179794587824,5.8016344962529456e-05,0.0006381768099584081,2.0,2.0,0.0,11.0,0.4277067921990589,0.07229320780094112
exact_005,137,9.0,18.0,9.0,0.0006127773419700438,6.808637133000486e-05,0.0006127773419624964,2.0,2.0,0.0,9.0,0.549982080831225,0.04998208083122502
exact_005,138,10.0,20.0,10.0,0.0006381768099626235,6.381768099626235e-05,0.0006381768099584081,2.0,2.0,0.0,10.0,0.5373234700739733,0.0373234700739733
exact_005,139,10.0,20.0,10.0,0.0005217767245241054,5.217767245241054e-05,0.000521776724524105,2.0,2.0,0.0,10.0,0.5386684599865511,0.03866845998655111
exact_005,140,5.0,10.0,5.0,0.000614193168068938,0.00012283863361378758,0.000614193168040716,2.0,2.0,0.0,5.0,0.5589696755218908,0.05896967552189081
exact_005,141,7.0,14.0,7.0,0.0005673679680276643,8.10525668610949e-05,0.0005673679680276643,2.0,2.0,0.0,7.0,0.5555510560543556,0.05555105605435562
exact_005,142,8.0,16.0,8.0,0.0006381768099584335,7.977210124480419e-05,0.0006381768099584081,2.0,2.0,0.0,8.0,0.5588433086751846,0.058843308675184613
exact_005,143,9.0,18.0,9.0,0.0005999777520375571,6.666419467083968e-05,0.0005105414479667265,2.0,2.0,0.0,9.0,0.39609952925353115,0.10390047074646885
exact_005,144,9.0,18.0,9.0,0.0006381768101403761,7.090853446004178e-05,0.0006381768099584081,2.0,2.0,0.0,9.0,0.5615332885003357,0.06153328850033568
exact_005,145,10.0,20.0,10.0,0.0005244683273841644,5.2446832738416444e-05,0.000523678301115588,2.0,2.0,0.0,10.0,0.5581015972623738,0.05810159726237385
exact_005,146,12.0,24.0,12.0,0.0005543251971543713,4.619376642953094e-05,0.0005543251971371247,2.0,2.0,0.0,12.0,0.5599576074217305,0.05995760742173051
exact_005,147,7.0,14.0,7.0,0.0006381768099588994,9.11681157084142e-05,0.0006381768099584081,2.0,2.0,0.0,7.0,0.5353059852051116,0.035305985205111634
exact_005,148,5.0,10.0,5.0,0.000510647483276986,0.00010212949665539719,0.0005105414479667265,2.0,2.0,0.0,5.0,0.4330867518493604,0.06691324815063959
exact_005,149,8.0,16.0,8.0,0.0005748578495348519,7.185723119185648e-05,0.0005748548649062034,2.0,2.0,0.0,8.0,0.5531244895752871,0.05312448957528715
exact_005,150,12.0,24.0,12.0,0.0005653604458556384,4.711337048796987e-05,0.0005105414479667265,2.0,2.0,0.0,12.0,0.5406859448554142,0.04068594485541421
exact_005,151,4.0,8.0,4.0,0.0005227944427179279,0.00013069861067948197,0.00026139722135896395,2.0,2.0,0.0,4.0,0.5090786819098844,0.009078681909884367
exact_005,152,13.0,26.0,13.0,0.0005653609193150762,4.3489301485775096e-05,0.0005105414479667265,2.0,2.0,0.0,13.0,0.5413584398117011,0.041358439811701064
exact_005,153,10.0,20.0,10.0,0.0006381768104632654,6.381768104632654e-05,0.0006381768099584081,2.0,2.0,0.0,10.0,0.5548083389374577,0.054808338937457735
exact_005,154,7.0,14.0,7.0,0.0006381768099584081,9.116811570834402e-05,0.0006381768099584081,2.0,2.0,0.0,7.0,0.5137861466039022,0.013786146603902205
exact_005,155,10.0,20.0,10.0,0.000518103344829276,5.18103344829276e-05,0.0005181033448016095,2.0,2.0,0.0,10.0,0.5588034659748387,0.05880346597483865
exact_005,156,4.0,8.0,4.0,0.0005801159195640416,0.0001450289798910104,0.0005801106206101551,2.0,2.0,0.0,4.0,0.558476757297998,0.05847675729799795
exact_005,157,11.0,22.0,11.0,0.00054183429934681,4.925766357698272e-05,0.000405702971614164,2.0,2.0,0.0,11.0,0.4700964510339268,0.029903548966073223
exact_005,158,13.0,26.0,13.0,0.0006381768099585029,4.909052384296176e-05,0.0006381768099584081,2.0,2.0,0.0,13.0,0.5207860373047447,0.02078603730474471
exact_005,159,11.0,22.0,11.0,0.0005310041534241437,4.827310485674033e-05,0.0005310041534241437,2.0,2.0,0.0,11.0,0.5464070261815399,0.04640702618153991
exact_005,160,8.0,16.0,8.0,0.0006381768099608332,7.977210124510415e-05,0.0006381768099584081,2.0,2.0,0.0,8.0,0.5366509751176868,0.03665097511768678
exact_005,161,14.0,28.0,14.0,0.0006381768319810806,4.558405942722004e-05,0.0006381768099584081,2.0,2.0,0.0,14.0,0.5453934095494284,0.04539340954942839
exact_005,162,6.0,12.0,6.0,0.000644376825302677,0.00010739613755044617,0.0005105414479667265,2.0,2.0,0.0,6.0,0.5588433086751851,0.05884330867518506
exact_005,163,16.0,32.0,16.0,0.0006381768099599077,3.988605062249423e-05,0.0006381768099584081,2.0,2.0,0.0,16.0,0.5299260255548085,0.0299260255548085
exact_005,164,6.0,12.0,6.0,0.000526999091383004,8.783318189716734e-05,0.000526999091383004,2.0,2.0,0.0,6.0,0.5541358439811699,0.054135843981169884
