instance,vertex,degree,weighted_degree,hyperedge_participation,mwu_weighted_degree,mean_incident_mwu,max_incident_mwu,mean_incident_edge_size,max_incident_edge_size,singleton_participation,binary_participation,x_avg,certainty
exact_001,11,8.0,23.0,8.0,0.004634422399535499,0.0005793027999419374,0.00423151241664355,2.875,3.0,0.0,1.0,0.4986207552553961,0.0013792447446038802
exact_001,12,6.0,17.0,6.0,0.004803647086127074,0.0008006078476878456,0.00423151241664355,2.8333333333333335,3.0,0.0,1.0,0.4995719585275366,0.00042804147246339186
exact_001,13,11.0,32.0,11.0,0.005245500493613989,0.00047686368123763537,0.005232547347557065,2.909090909090909,3.0,0.0,1.0,0.49947683820032274,0.0005231617996772631
exact_001,14,6.0,17.0,6.0,0.0052651816231469055,0.0008775302705244843,0.005232547347557065,2.8333333333333335,3.0,0.0,1.0,0.4985307460475256,0.0014692539524743808
exact_001,15,4.0,11.0,4.0,0.005131713850943687,0.0012829284627359216,0.00423151241664355,2.75,3.0,0.0,1.0,0.4979549129649007,0.0020450870350993133
exact_001,16,12.0,35.0,12.0,0.004441941830518713,0.0003701618192098928,0.00423151241664355,2.9166666666666665,3.0,0.0,1.0,0.49873660006072595,0.0012633999392740458
exact_001,17,10.0,29.0,10.0,0.0042960221635852305,0.00042960221635852307,0.00423151241664355,2.9,3.0,0.0,1.0,0.4979549129649,0.0020450870350999795
exact_001,18,9.0,26.0,9.0,0.004284915191440613,0.00047610168793784584,0.00423151241664355,2.888888888888889,3.0,0.0,1.0,0.4993817178731088,0.0006182821268911898
exact_001,19,8.0,23.0,8.0,0.0043351860937791325,0.0005418982617223916,0.0042989231517408365,2.875,3.0,0.0,1.0,0.004749955046869137,0.49525004495313085
exact_001,20,8.0,23.0,8.0,0.004524034410077774,0.0005655043012597218,0.0042989231517408365,2.875,3.0,0.0,1.0,0.4976695519832588,0.0023304480167412045
exact_001,21,7.0,20.0,7.0,0.004477486412669093,0.0006396409160955846,0.0044287003960475,2.857142857142857,3.0,0.0,1.0,0.499381717873109,0.0006182821268910232
exact_001,22,8.0,23.0,8.0,0.004477048012091605,0.0005596310015114506,0.0044287003960475,2.875,3.0,0.0,1.0,0.4989835061801471,0.001016493819852915
exact_001,23,5.0,14.0,5.0,0.00423151241664355,0.00084630248332871,0.00423151241664355,2.8,3.0,0.0,1.0,0.4977370851329613,0.0022629148670387234
exact_001,24,7.0,20.0,7.0,0.004237006656367398,0.0006052866651953425,0.00423151241664355,2.857142857142857,3.0,0.0,1.0,0.5000475601636053,4.756016360529802e-05
exact_001,25,6.0,17.0,6.0,0.0046646501847923474,0.0007774416974653912,0.004651861223251097,2.8333333333333335,3.0,0.0,1.0,0.49900123656425344,0.0009987634357465636
exact_001,26,7.0,20.0,7.0,0.004676839663761352,0.0006681199519659074,0.004651861223251097,2.857142857142857,3.0,0.0,1.0,0.49943904205360967,0.000560957946390328
exact_001,27,10.0,29.0,10.0,0.004350767683204266,0.0004350767683204266,0.00423151241664355,2.9,3.0,0.0,1.0,0.004009803947687276,0.4959901960523127
exact_001,28,6.0,17.0,6.0,0.004594996565485589,0.0007658327609142649,0.00423151241664355,2.8333333333333335,3.0,0.0,1.0,0.4991914772186809,0.0008085227813190987
exact_001,29,5.0,14.0,5.0,0.004437599053258879,0.0008875198106517758,0.00423151241664355,2.8,3.0,0.0,1.0,0.49757443165604426,0.002425568343955742
exact_001,30,6.0,17.0,6.0,0.0047994563992092365,0.000799909399868206,0.00423151241664355,2.8333333333333335,3.0,0.0,1.0,0.49995243983639304,4.756016360696336e-05
exact_001,31,3.0,8.0,3.0,0.0042514951690517545,0.0014171650563505847,0.00423151241664355,2.6666666666666665,3.0,0.0,1.0,0.4979549129649,0.0020450870350999795
exact_001,32,9.0,26.0,9.0,0.004232391267388662,0.00047026569637651796,0.00423151241664355,2.888888888888889,3.0,0.0,1.0,0.5001426804908219,0.00014268049082188927
exact_001,33,9.0,26.0,9.0,0.004263834030712759,0.0004737593367458621,0.00423151241664355,2.888888888888889,3.0,0.0,1.0,0.4995719585275368,0.0004280414724632253
exact_001,34,6.0,17.0,6.0,0.0042336580483454825,0.0007056096747242471,0.00423151241664355,2.8333333333333335,3.0,0.0,1.0,0.49871587558261204,0.0012841244173879551
exact_001,35,5.0,14.0,5.0,0.004771791922000599,0.0009543583844001198,0.0033852099333148405,2.8,3.0,0.0,1.0,0.49966707885474954,0.00033292114525046435
exact_001,36,9.0,26.0,9.0,0.004088629091644484,0.0004542921212938316,0.0033852099333148405,2.888888888888889,3.0,0.0,1.0,0.0028408017792736387,0.49715919822072635
exact_001,37,6.0,17.0,6.0,0.0047917867626583914,0.0007986311271097319,0.004637665296645396,2.8333333333333335,3.0,0.0,1.0,0.4979346245587557,0.0020653754412442993
exact_001,38,13.0,38.0,13.0,0.004657603313491714,0.00035827717796090106,0.004637665296645396,2.923076923076923,3.0,0.0,1.0,0.49927118793513464,0.0007288120648653584
exact_001,39,7.0,20.0,7.0,0.004818793309059608,0.0006883990441513726,0.00423151241664355,2.857142857142857,3.0,0.0,1.0,0.4995719585275366,0.00042804147246339186
exact_001,40,9.0,26.0,9.0,0.0043349825407439984,0.00048166472674933316,0.00423151241664355,2.888888888888889,3.0,0.0,1.0,0.003424331779701322,0.4965756682202987
exact_001,41,10.0,29.0,10.0,0.004519900535145861,0.0004519900535145861,0.00423151241664355,2.9,3.0,0.0,1.0,0.49966707885474954,0.00033292114525046435
exact_001,42,5.0,14.0,5.0,0.004330462294061127,0.0008660924588122255,0.00423151241664355,2.8,3.0,0.0,1.0,0.0037226275774414645,0.49627737242255854
exact_001,43,9.0,26.0,9.0,0.004113866926408015,0.00045709632515644614,0.0040272451917001215,2.888888888888889,3.0,0.0,1.0,0.0032340911252734706,0.49676590887472655
exact_001,44,7.0,20.0,7.0,0.00489281747104601,0.0006989739244351443,0.0040272451917001215,2.857142857142857,3.0,0.0,1.0,0.49873883423588106,0.0012611657641189433
exact_001,45,5.0,14.0,5.0,0.0042417435858765505,0.0008483487171753101,0.00423151241664355,2.8,3.0,0.0,1.0,0.4999524398363935,4.756016360651927e-05
exact_001,46,5.0,14.0,5.0,0.004262735467281369,0.0008525470934562738,0.00423151241664355,2.8,3.0,0.0,1.0,0.49900123656425527,0.0009987634357447317
exact_001,47,6.0,17.0,6.0,0.004243888038947788,0.0007073146731579647,0.00423151241664355,2.8333333333333335,3.0,0.0,1.0,0.4999524398363935,4.756016360651927e-05
exact_001,48,5.0,14.0,5.0,0.004329557785652671,0.0008659115571305342,0.00423151241664355,2.8,3.0,0.0,1.0,0.497859792637687,0.002140207362313018
exact_001,49,3.0,8.0,3.0,0.00423151241664355,0.0014105041388811834,0.00423151241664355,2.6666666666666665,3.0,0.0,1.0,0.182061686392578,0.317938313607422
exact_001,50,8.0,23.0,8.0,0.0042332579916603275,0.0005291572489575409,0.00423151241664355,2.875,3.0,0.0,1.0,0.4999524398363935,4.756016360651927e-05
exact_001,51,7.0,20.0,7.0,0.005081902270786653,0.0007259860386838075,0.004891561889683612,2.857142857142857,3.0,0.0,1.0,0.4978955638569033,0.0021044361430966885
exact_001,52,9.0,26.0,9.0,0.005108565710140195,0.0005676184122377994,0.004891561889683612,2.888888888888889,3.0,0.0,1.0,0.4991914772186809,0.0008085227813190987
exact_001,53,10.0,29.0,10.0,0.004242193557458048,0.00042421935574580476,0.00423151241664355,2.9,3.0,0.0,1.0,0.4998573195091803,0.00014268049081972434
exact_001,54,4.0,11.0,4.0,0.004235703103561387,0.0010589257758903468,0.00423151241664355,2.75,3.0,0.0,1.0,0.4970037096927613,0.0029962903072386915
exact_001,55,8.0,23.0,8.0,0.00511618517195106,0.0006395231464938825,0.00423151241664355,2.875,3.0,0.0,1.0,0.49957951207459333,0.00042048792540666513
exact_001,56,8.0,23.0,8.0,0.004722793916666738,0.0005903492395833422,0.00423151241664355,2.875,3.0,0.0,1.0,0.4978597926376868,0.0021402073623131845
exact_001,57,6.0,17.0,6.0,0.004245934272794388,0.0007076557121323979,0.00423151241664355,2.8333333333333335,3.0,0.0,1.0,0.4995719585275368,0.0004280414724632253
exact_001,58,9.0,26.0,9.0,0.004303677335233902,0.00047818637058154464,0.00423151241664355,2.888888888888889,3.0,0.0,1.0,0.49843051460096977,0.0015694853990302349
exact_001,59,6.0,17.0,6.0,0.004708616103943535,0.0007847693506572558,0.004073141652291738,2.8333333333333335,3.0,0.0,1.0,0.4979549129649007,0.0020450870350993133
exact_001,60,13.0,38.0,13.0,0.004480088643005801,0.0003446222033081385,0.004073141652291738,2.923076923076923,3.0,0.0,1.0,0.49911415700339457,0.0008858429966054349
exact_001,61,5.0,14.0,5.0,0.0043502342266289575,0.0008700468453257915,0.00423151241664355,2.8,3.0,0.0,1.0,0.004660896033482337,0.49533910396651765
exact_001,62,7.0,20.0,7.0,0.004725417198076938,0.0006750595997252768,0.00423151241664355,2.857142857142857,3.0,0.0,1.0,0.49926657707573985,0.000733422924260152
exact_001,63,6.0,17.0,6.0,0.004859985333613682,0.0008099975556022802,0.00466231620962639,2.8333333333333335,3.0,0.0,1.0,0.4991914772186809,0.0008085227813190987
exact_001,64,7.0,20.0,7.0,0.004731887454829945,0.0006759839221185636,0.00466231620962639,2.857142857142857,3.0,0.0,1.0,0.49886795646665544,0.0011320435333445622
exact_001,65,5.0,14.0,5.0,0.00423151241664355,0.00084630248332871,0.00423151241664355,2.8,3.0,0.0,1.0,0.49919147721868207,0.000808522781317933
exact_001,66,8.0,23.0,8.0,0.004235703103561387,0.0005294628879451734,0.00423151241664355,2.875,3.0,0.0,1.0,0.49965693930168664,0.0003430606983133577
exact_001,67,9.0,26.0,9.0,0.00425663830384163,0.00047295981153795886,0.00423151241664355,2.888888888888889,3.0,0.0,1.0,0.49900123656425527,0.0009987634357447317
exact_001,68,7.0,20.0,7.0,0.004243967557232053,0.0006062810796045791,0.00423151241664355,2.857142857142857,3.0,0.0,1.0,0.4990963568914672,0.0009036431085328034
exact_001,69,10.0,29.0,10.0,0.004235703103561387,0.00042357031035613875,0.00423151241664355,2.9,3.0,0.0,1.0,0.4993817178731088,0.0006182821268911898
exact_001,70,12.0,35.0,12.0,0.004330701937985127,0.00036089182816542725,0.00423151241664355,2.9166666666666665,3.0,0.0,1.0,0.4989061162370404,0.001093883762959602
exact_001,71,8.0,23.0,8.0,0.0042514951690517545,0.0005314368961314693,0.00423151241664355,2.875,3.0,0.0,1.0,0.49871587558261204,0.0012841244173879551
exact_001,72,10.0,29.0,10.0,0.004237126020992325,0.0004237126020992325,0.00423151241664355,2.9,3.0,0.0,1.0,0.49900123656425527,0.0009987634357447317
exact_001,73,8.0,23.0,8.0,0.004345675027638436,0.0005432093784548045,0.004285192256699543,2.875,3.0,0.0,1.0,0.004210082458629471,0.49578991754137053
exact_001,74,15.0,44.0,15.0,0.004547915019273652,0.00030319433461824344,0.004285192256699543,2.933333333333333,3.0,0.0,1.0,0.4991914772186809,0.0008085227813190987
exact_001,75,6.0,17.0,6.0,0.0042514951690517545,0.0007085825281752924,0.00423151241664355,2.8333333333333335,3.0,0.0,1.0,0.4997621991819656,0.0002378008180343727
exact_001,76,6.0,17.0,6.0,0.004235703103561387,0.0007059505172602312,0.00423151241664355,2.8333333333333335,3.0,0.0,1.0,0.4992865975458963,0.0007134024541036732
exact_001,77,10.0,29.0,10.0,0.0050833386369102465,0.0005083338636910247,0.005077080262399765,2.9,3.0,0.0,1.0,0.5000666502848319,6.665028483188173e-05
exact_001,78,5.0,14.0,5.0,0.00526318414660689,0.0010526368293213779,0.005077080262399765,2.8,3.0,0.0,1.0,0.49624274707505045,0.00375725292494955
exact_001,79,5.0,14.0,5.0,0.004235884337695751,0.0008471768675391503,0.00423151241664355,2.8,3.0,0.0,1.0,0.4998573195091803,0.00014268049081972434
exact_001,80,6.0,17.0,6.0,0.004236404456923957,0.0007060674094873262,0.00423151241664355,2.8333333333333335,3.0,0.0,1.0,0.499643298350505,0.00035670164949497263
exact_001,81,10.0,29.0,10.0,0.004487626178097025,0.0004487626178097025,0.00423151241664355,2.9,3.0,0.0,1.0,0.4980500332921144,0.0019499667078856087
exact_001,82,7.0,20.0,7.0,0.005120821278563534,0.0007315458969376476,0.00423151241664355,2.857142857142857,3.0,0.0,1.0,0.49833539427375684,0.0016646057262431624
exact_001,83,9.0,26.0,9.0,0.00451990599154127,0.0005022117768379189,0.003909314169484457,2.888888888888889,3.0,0.0,1.0,0.498942329769791,0.0010576702302089735
exact_001,84,10.0,29.0,10.0,0.004272684927565497,0.0004272684927565497,0.003909314169484457,2.9,3.0,0.0,1.0,0.003992698589917294,0.4960073014100827
exact_001,85,7.0,20.0,7.0,0.004243889217578483,0.0006062698882254976,0.00423151241664355,2.857142857142857,3.0,0.0,1.0,0.4997621991819656,0.0002378008180343727
exact_001,86,8.0,23.0,8.0,0.004254235732578181,0.0005317794665722726,0.00423151241664355,2.875,3.0,0.0,1.0,0.4990963568914672,0.0009036431085328034
exact_001,87,6.0,17.0,6.0,0.004941443091147955,0.0008235738485246591,0.00423151241664355,2.8333333333333335,3.0,0.0,1.0,0.4979549129649007,0.0020450870350993133
exact_001,88,14.0,41.0,14.0,0.00425991999298844,0.00030427999949917425,0.00423151241664355,2.9285714285714284,3.0,0.0,1.0,0.004565775706268421,0.4954342242937316
exact_001,89,6.0,17.0,6.0,0.004813756289317986,0.000802292714886331,0.0048110742496905706,2.8333333333333335,3.0,0.0,1.0,0.4989061162370401,0.0010938837629598797
exact_001,90,7.0,20.0,7.0,0.004872056770467561,0.0006960081100667945,0.0048110742496905706,2.857142857142857,3.0,0.0,1.0,0.4998052075399638,0.000194792460036175
exact_001,91,3.0,8.0,3.0,0.004343282137328007,0.001447760712442669,0.004343282137328007,2.6666666666666665,3.0,0.0,1.0,0.5000375102605413,3.751026054132911e-05
exact_001,92,2.0,5.0,2.0,0.004343282137328007,0.0021716410686640035,0.004343282137328007,2.5,3.0,0.0,1.0,0.4998573195091803,0.00014268049081972434
exact_001,93,5.0,14.0,5.0,0.00512078204683554,0.001024156409367108,0.005118686499140059,2.8,3.0,0.0,1.0,0.4990963568914687,0.0009036431085313046
exact_001,94,8.0,23.0,8.0,0.005122042036446325,0.0006402552545557907,0.005118686499140059,2.875,3.0,0.0,1.0,0.49987266855774487,0.0001273314422551297
exact_001,95,9.0,26.0,9.0,0.004514110536093896,0.0005015678373437662,0.004454911402574189,2.888888888888889,3.0,0.0,1.0,0.4990762697145452,0.0009237302854547824
exact_001,96,7.0,20.0,7.0,0.004474894154982393,0.0006392705935689134,0.004454911402574189,2.857142857142857,3.0,0.0,1.0,0.4989061162370401,0.0010938837629598797
exact_001,97,11.0,32.0,11.0,0.004570126182767462,0.00041546601661522376,0.00423151241664355,2.909090909090909,3.0,0.0,1.0,0.4982402739465401,0.0017597260534599202
exact_001,98,6.0,17.0,6.0,0.004417616300850674,0.0007362693834751123,0.00423151241664355,2.8333333333333335,3.0,0.0,1.0,0.4990474675679142,0.0009525324320858175
exact_001,99,5.0,14.0,5.0,0.004968631078333049,0.0009937262156666097,0.004966416567503082,2.8,3.0,0.0,1.0,0.5001426804908208,0.00014268049082077905
exact_001,100,5.0,14.0,5.0,0.0049676314471087685,0.0009935262894217537,0.004966416567503082,2.8,3.0,0.0,1.0,0.498744916157324,0.0012550838426759747
exact_001,101,8.0,23.0,8.0,0.004470611549647767,0.0005588264437059708,0.00423151241664355,2.875,3.0,0.0,1.0,0.4988109959098269,0.0011890040901730847
exact_001,102,10.0,29.0,10.0,0.004349663355207671,0.00043496633552076705,0.00423151241664355,2.9,3.0,0.0,1.0,0.004160125890434113,0.49583987410956587
exact_001,103,6.0,17.0,6.0,0.004966755611194337,0.0008277926018657229,0.00423151241664355,2.8333333333333335,3.0,0.0,1.0,0.4990963568914687,0.0009036431085313046
exact_001,104,11.0,32.0,11.0,0.004541800402288926,0.0004128909456626296,0.00423151241664355,2.909090909090909,3.0,0.0,1.0,0.49757443165604426,0.002425568343955742
exact_001,105,5.0,14.0,5.0,0.004908167618411228,0.0009816335236822456,0.004897936449178228,2.8,3.0,0.0,1.0,0.49966707885474954,0.00033292114525046435
exact_001,106,5.0,14.0,5.0,0.004897936449178228,0.0009795872898356456,0.004897936449178228,2.8,3.0,0.0,1.0,0.499036434607618,0.0009635653923820153
exact_001,107,9.0,26.0,9.0,0.004389968743325428,0.00048777430481393647,0.00423151241664355,2.888888888888889,3.0,0.0,1.0,0.49900123656425344,0.0009987634357465636
exact_001,108,7.0,20.0,7.0,0.0045677348361697154,0.0006525335480242451,0.00423151241664355,2.857142857142857,3.0,0.0,1.0,0.4984305146009703,0.0015694853990296798
exact_001,109,8.0,23.0,8.0,0.004266197722355501,0.0005332747152944376,0.0042128462876075455,2.875,3.0,0.0,1.0,0.5000496581467,4.9658146699993466e-05
exact_001,110,4.0,11.0,4.0,0.00423282904001575,0.0010582072600039375,0.0042128462876075455,2.75,3.0,0.0,1.0,0.4981451536193303,0.0018548463806696835
exact_001,111,5.0,14.0,5.0,0.004308353393943778,0.0008616706787887556,0.00423151241664355,2.8,3.0,0.0,1.0,0.49843051460096977,0.0015694853990302349
exact_001,112,10.0,29.0,10.0,0.0042424794593537716,0.00042424794593537717,0.00423151241664355,2.9,3.0,0.0,1.0,0.499316224225897,0.0006837757741030015
exact_001,113,11.0,32.0,11.0,0.00498341156404611,0.00045303741491328276,0.0048675294088376,2.909090909090909,3.0,0.0,1.0,0.49921894895781693,0.0007810510421830674
exact_001,114,9.0,26.0,9.0,0.004969773627446238,0.0005521970697162487,0.0048675294088376,2.888888888888889,3.0,0.0,1.0,0.4994834042627534,0.0005165957372466057
exact_001,115,7.0,20.0,7.0,0.00428448912018298,0.0006120698743118543,0.00423151241664355,2.857142857142857,3.0,0.0,1.0,0.4997621991819656,0.0002378008180343727
exact_001,116,8.0,23.0,8.0,0.004232391267388662,0.0005290489084235827,0.00423151241664355,2.875,3.0,0.0,1.0,0.4993817178731088,0.0006182821268911898
exact_001,117,4.0,11.0,4.0,0.005254978206196192,0.001313744551549048,0.004908823329996861,2.75,3.0,0.0,1.0,0.49757443165604426,0.002425568343955742
exact_001,118,7.0,20.0,7.0,0.005245522662016707,0.0007493603802881009,0.004908823329996861,2.857142857142857,3.0,0.0,1.0,0.49989176415185954,0.00010823584814045883
exact_001,119,5.0,14.0,5.0,0.004781180283023538,0.0009562360566047076,0.004781180283023538,2.8,3.0,0.0,1.0,0.4990469328726688,0.0009530671273311753
exact_001,120,7.0,20.0,7.0,0.004849303209495502,0.0006927576013565003,0.004781180283023538,2.857142857142857,3.0,0.0,1.0,0.4990963568914687,0.0009036431085313046
exact_001,121,9.0,26.0,9.0,0.004283650982799412,0.0004759612203110458,0.00423151241664355,2.888888888888889,3.0,0.0,1.0,0.49919147721868207,0.000808522781317933
exact_001,122,8.0,23.0,8.0,0.004268887381837761,0.0005336109227297201,0.00423151241664355,2.875,3.0,0.0,1.0,0.49869627904318226,0.0013037209568177444
exact_001,123,2.0,5.0,2.0,0.00423151241664355,0.002115756208321775,0.00423151241664355,2.5,3.0,0.0,1.0,0.01664605726243691,0.4833539427375631
exact_001,124,9.0,26.0,9.0,0.00423942823267935,0.00047104758140881664,0.00423151241664355,2.888888888888889,3.0,0.0,1.0,0.5002378008180361,0.00023780081803614905
exact_001,125,9.0,26.0,9.0,0.004231872393908748,0.00047020804376763866,0.00423151241664355,2.888888888888889,3.0,0.0,1.0,0.4997621991819656,0.0002378008180343727
exact_001,126,7.0,20.0,7.0,0.0042514951690517545,0.0006073564527216792,0.00423151241664355,2.857142857142857,3.0,0.0,1.0,0.49900123656425527,0.0009987634357447317
exact_001,127,14.0,41.0,14.0,0.004274089027871009,0.0003052920734193578,0.00423151241664355,2.9285714285714284,3.0,0.0,1.0,0.5001426804908219,0.00014268049082188927
exact_001,128,4.0,11.0,4.0,0.00423151241664355,0.0010578781041608875,0.00423151241664355,2.75,3.0,0.0,1.0,0.4969085893655474,0.003091410634452618
exact_001,129,4.0,11.0,4.0,0.00423151241664355,0.0010578781041608875,0.00423151241664355,2.75,3.0,0.0,1.0,0.49606373121869524,0.003936268781304764
exact_001,130,11.0,32.0,11.0,0.0042354596923729615,0.0003850417902157238,0.00423151241664355,2.909090909090909,3.0,0.0,1.0,0.4998573195091803,0.00014268049081972434
exact_001,131,9.0,26.0,9.0,0.004603393823437083,0.0005114882026041204,0.00423151241664355,2.888888888888889,3.0,0.0,1.0,0.49985731950918005,0.00014268049081994638
exact_001,132,3.0,8.0,3.0,0.004666115869988398,0.0015553719566627994,0.00423151241664355,2.6666666666666665,3.0,0.0,1.0,0.49738419100161474,0.0026158089983852606
exact_001,133,4.0,11.0,4.0,0.004785581901382346,0.0011963954753455865,0.0033852099333148405,2.75,3.0,0.0,1.0,0.49900123656425344,0.0009987634357465636
exact_001,134,6.0,17.0,6.0,0.004130835156806869,0.0006884725261344782,0.0033852099333148405,2.8333333333333335,3.0,0.0,1.0,0.0032340911252734658,0.49676590887472655
exact_001,135,8.0,23.0,8.0,0.00423151241664355,0.0005289390520804438,0.00423151241664355,2.875,3.0,0.0,1.0,0.4997621991819656,0.0002378008180343727
exact_001,136,6.0,17.0,6.0,0.0042611624820831535,0.0007101937470138589,0.00423151241664355,2.8333333333333335,3.0,0.0,1.0,0.49919147721868207,0.000808522781317933
exact_001,137,8.0,23.0,8.0,0.004288483368651543,0.0005360604210814429,0.00423151241664355,2.875,3.0,0.0,1.0,0.49852563492818475,0.0014743650718152534
exact_001,138,9.0,26.0,9.0,0.0042363359003367495,0.0004707039889263055,0.00423151241664355,2.888888888888889,3.0,0.0,1.0,0.4995719585275368,0.0004280414724632253
exact_001,139,12.0,35.0,12.0,0.004714951568233427,0.00039291263068611887,0.00423151241664355,2.9166666666666665,3.0,0.0,1.0,0.4991914772186809,0.0008085227813190987
exact_001,140,7.0,20.0,7.0,0.004562579056212655,0.0006517970080303793,0.00423151241664355,2.857142857142857,3.0,0.0,1.0,0.49832825101725703,0.001671748982742971
exact_001,141,8.0,23.0,8.0,0.004852309967545389,0.0006065387459431737,0.004139889925570692,2.875,3.0,0.0,1.0,0.49814515361932815,0.0018548463806718485
exact_001,142,8.0,23.0,8.0,0.005055002175191822,0.0006318752718989778,0.004139889925570692,2.875,3.0,0.0,1.0,0.4985359328553472,0.001464067144652803
exact_001,143,5.0,14.0,5.0,0.004257627242430723,0.0008515254484861446,0.00423151241664355,2.8,3.0,0.0,1.0,0.49738419100161696,0.00261580899838304
exact_001,144,14.0,41.0,14.0,0.004252374019796866,0.00030374100141406185,0.00423151241664355,2.9285714285714284,3.0,0.0,1.0,0.4998573195091803,0.00014268049081972434
exact_001,145,8.0,23.0,8.0,0.00423151241664355,0.0005289390520804438,0.00423151241664355,2.875,3.0,0.0,1.0,0.4993817178731088,0.0006182821268911898
exact_001,146,8.0,23.0,8.0,0.004266553892185702,0.0005333192365232128,0.00423151241664355,2.875,3.0,0.0,1.0,0.4996670788547494,0.00033292114525057537
exact_001,147,5.0,14.0,5.0,0.004513028507633523,0.0009026057015267047,0.0043689573022978835,2.8,3.0,0.0,1.0,0.4977646723104722,0.0022353276895277774
exact_001,148,16.0,47.0,16.0,0.004635389509805831,0.00028971184436286446,0.0043689573022978835,2.9375,3.0,0.0,1.0,0.4997498406668909,0.0002501593331091234
exact_001,149,7.0,20.0,7.0,0.004238060364952671,0.0006054371949932387,0.00423151241664355,2.857142857142857,3.0,0.0,1.0,0.4996670788547494,0.00033292114525057537
exact_001,150,7.0,20.0,7.0,0.0042336580483454825,0.0006048082926207833,0.00423151241664355,2.857142857142857,3.0,0.0,1.0,0.49900123656425527,0.0009987634357447317
exact_001,151,4.0,11.0,4.0,0.004256490857153805,0.0010641227142884513,0.00423151241664355,2.75,3.0,0.0,1.0,0.4981451536193303,0.0018548463806696835
exact_001,152,9.0,26.0,9.0,0.004238385143188803,0.00047093168257653366,0.00423151241664355,2.888888888888889,3.0,0.0,1.0,0.4998573195091803,0.00014268049081972434
exact_001,153,5.0,14.0,5.0,0.004254269351576771,0.0008508538703153542,0.00423151241664355,2.8,3.0,0.0,1.0,0.4995719585275368,0.0004280414724632253
exact_001,154,6.0,17.0,6.0,0.00424157561507321,0.0007069292691788683,0.00423151241664355,2.8333333333333335,3.0,0.0,1.0,0.49919147721868207,0.000808522781317933
exact_001,155,7.0,20.0,7.0,0.004919097400312177,0.0007027282000445968,0.00423151241664355,2.857142857142857,3.0,0.0,1.0,0.49833539427375684,0.0016646057262431624
exact_001,156,13.0,38.0,13.0,0.0043497766740389476,0.00033459820569530364,0.00423151241664355,2.923076923076923,3.0,0.0,1.0,0.00465289657131497,0.49534710342868504
exact_001,157,11.0,32.0,11.0,0.005203696648081653,0.00047306333164378667,0.004830428661233673,2.909090909090909,3.0,0.0,1.0,0.49847601641656897,0.0015239835834310322
exact_001,158,7.0,20.0,7.0,0.005018364478153268,0.0007169092111647525,0.004830428661233673,2.857142857142857,3.0,0.0,1.0,0.4985218896213143,0.0014781103786857264
exact_001,159,8.0,23.0,8.0,0.004755391282139121,0.0005944239102673902,0.00423151241664355,2.875,3.0,0.0,1.0,0.49807792024704817,0.001922079752951833
exact_001,160,8.0,23.0,8.0,0.005170744340105433,0.0006463430425131791,0.00423151241664355,2.875,3.0,0.0,1.0,0.4995719585275366,0.00042804147246339186
exact_001,161,6.0,17.0,6.0,0.00423151241664355,0.0007052520694405917,0.00423151241664355,2.8333333333333335,3.0,0.0,1.0,0.4998573195091803,0.00014268049081972434
exact_001,162,7.0,20.0,7.0,0.004255685855969592,0.0006079551222813702,0.00423151241664355,2.857142857142857,3.0,0.0,1.0,0.4988109959098256,0.001189004090174417
exact_001,163,15.0,44.0,15.0,0.004542533445390418,0.00030283556302602787,0.00423151241664355,2.933333333333333,3.0,0.0,1.0,0.49947683820032274,0.0005231617996772631
